T,M,D,K,C,Val,DK,DKC
3,1,C1,P3,S4,51.940399,"C1,P3","C1,P3,S4"
3,1,C1,P3,S6,16.940399,"C1,P3","C1,P3,S6"
3,1,C2,P3,S1,51.940399,"C2,P3","C2,P3,S1"
3,1,C2,P3,S4,66.940399,"C2,P3","C2,P3,S4"
3,1,C2,P3,S6,26.940399,"C2,P3","C2,P3,S6"
3,2,C1,P3,S1,31.940399,"C1,P3","C1,P3,S1"
3,2,C1,P3,S4,51.940399,"C1,P3","C1,P3,S4"
3,2,C1,P3,S6,16.940399,"C1,P3","C1,P3,S6"
3,2,C2,P3,S1,51.940399,"C2,P3","C2,P3,S1"
3,2,C2,P3,S4,66.940399,"C2,P3","C2,P3,S4"
3,2,C2,P3,S6,26.940399,"C2,P3","C2,P3,S6"
3,3,C1,P3,S1,31.940399,"C1,P3","C1,P3,S1"
3,3,C1,P3,S4,51.940399,"C1,P3","C1,P3,S4"
3,3,C1,P3,S6,16.940399,"C1,P3","C1,P3,S6"
3,3,C2,P3,S1,51.940399,"C2,P3","C2,P3,S1"
3,3,C2,P3,S4,66.940399,"C2,P3","C2,P3,S4"
3,3,C2,P3,S6,26.940399,"C2,P3","C2,P3,S6"
3,4,C1,P3,S1,31.940399,"C1,P3","C1,P3,S1"
3,4,C1,P3,S4,51.940399,"C1,P3","C1,P3,S4"
3,4,C1,P3,S6,16.940399,"C1,P3","C1,P3,S6"
3,4,C2,P3,S1,51.940399,"C2,P3","C2,P3,S1"
3,4,C2,P3,S4,66.940399,"C2,P3","C2,P3,S4"
3,4,C2,P3,S6,26.940399,"C2,P3","C2,P3,S6"
4,0,C1,P3,S1,32.90099501,"C1,P3","C1,P3,S1"
4,0,C1,P3,S4,52.90099501,"C1,P3","C1,P3,S4"
4,0,C1,P3,S6,17.90099501,"C1,P3","C1,P3,S6"
4,0,C2,P3,S1,52.90099501,"C2,P3","C2,P3,S1"
4,0,C2,P3,S4,67.90099501,"C2,P3","C2,P3,S4"
4,0,C2,P3,S6,27.90099501,"C2,P3","C2,P3,S6"
4,1,C1,P3,S1,32.90099501,"C1,P3","C1,P3,S1"
4,1,C1,P3,S4,52.90099501,"C1,P3","C1,P3,S4"
4,1,C1,P3,S6,17.90099501,"C1,P3","C1,P3,S6"
4,1,C2,P3,S1,52.90099501,"C2,P3","C2,P3,S1"
4,1,C2,P3,S4,67.90099501,"C2,P3","C2,P3,S4"
4,1,C2,P3,S6,27.90099501,"C2,P3","C2,P3,S6"
4,2,C1,P3,S1,32.90099501,"C1,P3","C1,P3,S1"
4,2,C1,P3,S4,52.90099501,"C1,P3","C1,P3,S4"
4,2,C1,P3,S6,17.90099501,"C1,P3","C1,P3,S6"
4,2,C2,P3,S1,52.90099501,"C2,P3","C2,P3,S1"
4,2,C2,P3,S4,67.90099501,"C2,P3","C2,P3,S4"
4,2,C2,P3,S6,27.90099501,"C2,P3","C2,P3,S6"
4,3,C1,P3,S1,32.90099501,"C1,P3","C1,P3,S1"
4,3,C1,P3,S4,52.90099501,"C1,P3","C1,P3,S4"
4,3,C1,P3,S6,17.90099501,"C1,P3","C1,P3,S6"
4,3,C2,P3,S1,52.90099501,"C2,P3","C2,P3,S1"
4,3,C2,P3,S4,67.90099501,"C2,P3","C2,P3,S4"
4,3,C2,P3,S6,27.90099501,"C2,P3","C2,P3,S6"
4,4,C1,P3,S1,32.90099501,"C1,P3","C1,P3,S1"
4,4,C1,P3,S4,52.90099501,"C1,P3","C1,P3,S4"
4,4,C1,P3,S6,17.90099501,"C1,P3","C1,P3,S6"
4,4,C2,P3,S1,52.90099501,"C2,P3","C2,P3,S1"
4,4,C2,P3,S4,67.90099501,"C2,P3","C2,P3,S4"
4,4,C2,P3,S6,27.90099501,"C2,P3","C2,P3,S6"
5,0,C1,P3,S1,33.8519850599,"C1,P3","C1,P3,S1"
5,0,C1,P3,S4,53.8519850599,"C1,P3","C1,P3,S4"
5,0,C1,P3,S6,18.8519850599,"C1,P3","C1,P3,S6"
5,0,C2,P3,S1,53.8519850599,"C2,P3","C2,P3,S1"
5,0,C2,P3,S4,68.8519850599,"C2,P3","C2,P3,S4"
5,0,C2,P3,S6,28.8519850599,"C2,P3","C2,P3,S6"
5,1,C1,P3,S1,33.8519850599,"C1,P3","C1,P3,S1"
5,1,C1,P3,S4,53.8519850599,"C1,P3","C1,P3,S4"
5,1,C1,P3,S6,18.8519850599,"C1,P3","C1,P3,S6"
5,1,C2,P3,S1,53.8519850599,"C2,P3","C2,P3,S1"
5,1,C2,P3,S4,68.8519850599,"C2,P3","C2,P3,S4"
5,1,C2,P3,S6,28.8519850599,"C2,P3","C2,P3,S6"
5,2,C1,P3,S1,33.8519850599,"C1,P3","C1,P3,S1"
5,2,C1,P3,S4,53.8519850599,"C1,P3","C1,P3,S4"
5,2,C1,P3,S6,18.8519850599,"C1,P3","C1,P3,S6"
5,2,C2,P3,S1,53.8519850599,"C2,P3","C2,P3,S1"
5,2,C2,P3,S4,68.8519850599,"C2,P3","C2,P3,S4"
5,2,C2,P3,S6,28.8519850599,"C2,P3","C2,P3,S6"
5,3,C1,P3,S1,33.8519850599,"C1,P3","C1,P3,S1"
5,3,C1,P3,S4,53.8519850599,"C1,P3","C1,P3,S4"
5,3,C1,P3,S6,18.8519850599,"C1,P3","C1,P3,S6"
5,3,C2,P3,S1,53.8519850599,"C2,P3","C2,P3,S1"
5,3,C2,P3,S4,68.8519850599,"C2,P3","C2,P3,S4"
5,3,C2,P3,S6,28.8519850599,"C2,P3","C2,P3,S6"
5,4,C1,P3,S1,33.8519850599,"C1,P3","C1,P3,S1"
5,4,C1,P3,S4,53.8519850599,"C1,P3","C1,P3,S4"
5,4,C1,P3,S6,18.8519850599,"C1,P3","C1,P3,S6"
5,4,C2,P3,S1,53.8519850599,"C2,P3","C2,P3,S1"
5,4,C2,P3,S4,68.8519850599,"C2,P3","C2,P3,S4"
5,4,C2,P3,S6,28.8519850599,"C2,P3","C2,P3,S6"
6,0,C1,P3,S1,34.793465209301,"C1,P3","C1,P3,S1"
6,0,C1,P3,S4,54.793465209301004,"C1,P3","C1,P3,S4"
6,0,C1,P3,S6,19.793465209301,"C1,P3","C1,P3,S6"
6,0,C2,P3,S1,54.793465209301004,"C2,P3","C2,P3,S1"
6,0,C2,P3,S4,69.793465209301,"C2,P3","C2,P3,S4"
6,0,C2,P3,S6,29.793465209301,"C2,P3","C2,P3,S6"
6,1,C1,P3,S1,34.793465209301,"C1,P3","C1,P3,S1"
6,1,C1,P3,S4,54.793465209301004,"C1,P3","C1,P3,S4"
6,1,C1,P3,S6,19.793465209301,"C1,P3","C1,P3,S6"
6,1,C2,P3,S1,54.793465209301004,"C2,P3","C2,P3,S1"
6,1,C2,P3,S4,69.793465209301,"C2,P3","C2,P3,S4"
6,1,C2,P3,S6,29.793465209301,"C2,P3","C2,P3,S6"
6,2,C1,P3,S1,34.793465209301,"C1,P3","C1,P3,S1"
6,2,C1,P3,S4,54.793465209301004,"C1,P3","C1,P3,S4"
6,2,C1,P3,S6,19.793465209301,"C1,P3","C1,P3,S6"
6,2,C2,P3,S1,54.793465209301004,"C2,P3","C2,P3,S1"
6,2,C2,P3,S4,69.793465209301,"C2,P3","C2,P3,S4"
6,2,C2,P3,S6,29.793465209301,"C2,P3","C2,P3,S6"
6,3,C1,P3,S1,34.793465209301,"C1,P3","C1,P3,S1"
6,3,C1,P3,S4,54.793465209301004,"C1,P3","C1,P3,S4"
6,3,C1,P3,S6,19.793465209301,"C1,P3","C1,P3,S6"
6,3,C2,P3,S1,54.793465209301004,"C2,P3","C2,P3,S1"
6,3,C2,P3,S4,69.793465209301,"C2,P3","C2,P3,S4"
6,3,C2,P3,S6,29.793465209301,"C2,P3","C2,P3,S6"
6,4,C1,P3,S1,34.793465209301,"C1,P3","C1,P3,S1"
6,4,C1,P3,S4,54.793465209301004,"C1,P3","C1,P3,S4"
6,4,C1,P3,S6,19.793465209301,"C1,P3","C1,P3,S6"
6,4,C2,P3,S1,54.793465209301004,"C2,P3","C2,P3,S1"
6,4,C2,P3,S4,69.793465209301,"C2,P3","C2,P3,S4"
6,4,C2,P3,S6,29.793465209301,"C2,P3","C2,P3,S6"
7,0,C1,P3,S1,35.72553055720799,"C1,P3","C1,P3,S1"
7,0,C1,P3,S4,55.72553055720799,"C1,P3","C1,P3,S4"
7,0,C1,P3,S6,20.72553055720799,"C1,P3","C1,P3,S6"
7,0,C2,P3,S1,55.72553055720799,"C2,P3","C2,P3,S1"
7,0,C2,P3,S4,70.72553055720799,"C2,P3","C2,P3,S4"
7,0,C2,P3,S6,30.72553055720799,"C2,P3","C2,P3,S6"
7,1,C1,P3,S1,35.72553055720799,"C1,P3","C1,P3,S1"
7,1,C1,P3,S4,55.72553055720799,"C1,P3","C1,P3,S4"
7,1,C1,P3,S6,20.72553055720799,"C1,P3","C1,P3,S6"
7,1,C2,P3,S1,55.72553055720799,"C2,P3","C2,P3,S1"
7,1,C2,P3,S4,70.72553055720799,"C2,P3","C2,P3,S4"
7,1,C2,P3,S6,30.72553055720799,"C2,P3","C2,P3,S6"
7,2,C1,P3,S1,35.72553055720799,"C1,P3","C1,P3,S1"
7,2,C1,P3,S4,55.72553055720799,"C1,P3","C1,P3,S4"
7,2,C1,P3,S6,20.72553055720799,"C1,P3","C1,P3,S6"
7,2,C2,P3,S1,55.72553055720799,"C2,P3","C2,P3,S1"
7,2,C2,P3,S4,70.72553055720799,"C2,P3","C2,P3,S4"
7,2,C2,P3,S6,30.72553055720799,"C2,P3","C2,P3,S6"
7,3,C1,P3,S1,35.72553055720799,"C1,P3","C1,P3,S1"
7,3,C1,P3,S4,55.72553055720799,"C1,P3","C1,P3,S4"
7,3,C1,P3,S6,20.72553055720799,"C1,P3","C1,P3,S6"
7,3,C2,P3,S1,55.72553055720799,"C2,P3","C2,P3,S1"
7,3,C2,P3,S4,70.72553055720799,"C2,P3","C2,P3,S4"
7,3,C2,P3,S6,30.72553055720799,"C2,P3","C2,P3,S6"
7,4,C1,P3,S1,35.72553055720799,"C1,P3","C1,P3,S1"
7,4,C1,P3,S4,55.72553055720799,"C1,P3","C1,P3,S4"
7,4,C1,P3,S6,20.72553055720799,"C1,P3","C1,P3,S6"
7,4,C2,P3,S1,55.72553055720799,"C2,P3","C2,P3,S1"
7,4,C2,P3,S4,70.72553055720799,"C2,P3","C2,P3,S4"
7,4,C2,P3,S6,30.72553055720799,"C2,P3","C2,P3,S6"
8,0,C1,P3,S1,36.64827525163591,"C1,P3","C1,P3,S1"
8,0,C1,P3,S4,56.64827525163591,"C1,P3","C1,P3,S4"
8,0,C1,P3,S6,21.64827525163591,"C1,P3","C1,P3,S6"
8,0,C2,P3,S1,56.64827525163591,"C2,P3","C2,P3,S1"
8,0,C2,P3,S4,71.64827525163591,"C2,P3","C2,P3,S4"
8,0,C2,P3,S6,31.64827525163591,"C2,P3","C2,P3,S6"
8,1,C1,P3,S1,36.64827525163591,"C1,P3","C1,P3,S1"
8,1,C1,P3,S4,56.64827525163591,"C1,P3","C1,P3,S4"
8,1,C1,P3,S6,21.64827525163591,"C1,P3","C1,P3,S6"
8,1,C2,P3,S1,56.64827525163591,"C2,P3","C2,P3,S1"
8,1,C2,P3,S4,71.64827525163591,"C2,P3","C2,P3,S4"
8,1,C2,P3,S6,31.64827525163591,"C2,P3","C2,P3,S6"
8,2,C1,P3,S1,36.64827525163591,"C1,P3","C1,P3,S1"
8,2,C1,P3,S4,56.64827525163591,"C1,P3","C1,P3,S4"
8,2,C1,P3,S6,21.64827525163591,"C1,P3","C1,P3,S6"
8,2,C2,P3,S1,56.64827525163591,"C2,P3","C2,P3,S1"
8,2,C2,P3,S4,71.64827525163591,"C2,P3","C2,P3,S4"
8,2,C2,P3,S6,31.64827525163591,"C2,P3","C2,P3,S6"
8,3,C1,P3,S1,36.64827525163591,"C1,P3","C1,P3,S1"
8,3,C1,P3,S4,56.64827525163591,"C1,P3","C1,P3,S4"
8,3,C1,P3,S6,21.64827525163591,"C1,P3","C1,P3,S6"
8,3,C2,P3,S1,56.64827525163591,"C2,P3","C2,P3,S1"
8,3,C2,P3,S4,71.64827525163591,"C2,P3","C2,P3,S4"
8,3,C2,P3,S6,31.64827525163591,"C2,P3","C2,P3,S6"
8,4,C1,P3,S1,36.64827525163591,"C1,P3","C1,P3,S1"
8,4,C1,P3,S4,56.64827525163591,"C1,P3","C1,P3,S4"
8,4,C1,P3,S6,21.64827525163591,"C1,P3","C1,P3,S6"
8,4,C2,P3,S1,56.64827525163591,"C2,P3","C2,P3,S1"
8,4,C2,P3,S4,71.64827525163591,"C2,P3","C2,P3,S4"
8,4,C2,P3,S6,31.64827525163591,"C2,P3","C2,P3,S6"
9,0,C1,P3,S1,37.56179249911955,"C1,P3","C1,P3,S1"
9,0,C1,P3,S4,57.56179249911955,"C1,P3","C1,P3,S4"
9,0,C1,P3,S6,22.56179249911955,"C1,P3","C1,P3,S6"
9,0,C2,P3,S1,57.56179249911955,"C2,P3","C2,P3,S1"
9,0,C2,P3,S4,72.56179249911955,"C2,P3","C2,P3,S4"
9,0,C2,P3,S6,32.56179249911955,"C2,P3","C2,P3,S6"
9,1,C1,P3,S1,37.56179249911955,"C1,P3","C1,P3,S1"
9,1,C1,P3,S4,57.56179249911955,"C1,P3","C1,P3,S4"
9,1,C1,P3,S6,22.56179249911955,"C1,P3","C1,P3,S6"
9,1,C2,P3,S1,57.56179249911955,"C2,P3","C2,P3,S1"
9,1,C2,P3,S4,72.56179249911955,"C2,P3","C2,P3,S4"
9,1,C2,P3,S6,32.56179249911955,"C2,P3","C2,P3,S6"
9,2,C1,P3,S1,37.56179249911955,"C1,P3","C1,P3,S1"
9,2,C1,P3,S4,57.56179249911955,"C1,P3","C1,P3,S4"
9,2,C1,P3,S6,22.56179249911955,"C1,P3","C1,P3,S6"
9,2,C2,P3,S1,57.56179249911955,"C2,P3","C2,P3,S1"
9,2,C2,P3,S4,72.56179249911955,"C2,P3","C2,P3,S4"
9,2,C2,P3,S6,32.56179249911955,"C2,P3","C2,P3,S6"
9,3,C1,P3,S1,37.56179249911955,"C1,P3","C1,P3,S1"
9,3,C1,P3,S4,57.56179249911955,"C1,P3","C1,P3,S4"
9,3,C1,P3,S6,22.56179249911955,"C1,P3","C1,P3,S6"
9,3,C2,P3,S1,57.56179249911955,"C2,P3","C2,P3,S1"
9,3,C2,P3,S4,72.56179249911955,"C2,P3","C2,P3,S4"
9,3,C2,P3,S6,32.56179249911955,"C2,P3","C2,P3,S6"
9,4,C1,P3,S1,37.56179249911955,"C1,P3","C1,P3,S1"
9,4,C1,P3,S4,57.56179249911955,"C1,P3","C1,P3,S4"
9,4,C1,P3,S6,22.56179249911955,"C1,P3","C1,P3,S6"
9,4,C2,P3,S1,57.56179249911955,"C2,P3","C2,P3,S1"
9,4,C2,P3,S4,72.56179249911955,"C2,P3","C2,P3,S4"
9,4,C2,P3,S6,32.56179249911955,"C2,P3","C2,P3,S6"
10,0,C1,P3,S1,38.46617457412836,"C1,P3","C1,P3,S1"
10,0,C1,P3,S4,58.46617457412836,"C1,P3","C1,P3,S4"
10,0,C1,P3,S6,23.466174574128356,"C1,P3","C1,P3,S6"
10,0,C2,P3,S1,58.46617457412836,"C2,P3","C2,P3,S1"
10,0,C2,P3,S4,73.46617457412836,"C2,P3","C2,P3,S4"
10,0,C2,P3,S6,33.46617457412836,"C2,P3","C2,P3,S6"
10,1,C1,P3,S1,38.46617457412836,"C1,P3","C1,P3,S1"
10,1,C1,P3,S4,58.46617457412836,"C1,P3","C1,P3,S4"
10,1,C1,P3,S6,23.466174574128356,"C1,P3","C1,P3,S6"
10,1,C2,P3,S1,58.46617457412836,"C2,P3","C2,P3,S1"
10,1,C2,P3,S4,73.46617457412836,"C2,P3","C2,P3,S4"
10,1,C2,P3,S6,33.46617457412836,"C2,P3","C2,P3,S6"
10,2,C1,P3,S1,38.46617457412836,"C1,P3","C1,P3,S1"
10,2,C1,P3,S4,58.46617457412836,"C1,P3","C1,P3,S4"
10,2,C1,P3,S6,23.466174574128356,"C1,P3","C1,P3,S6"
10,2,C2,P3,S1,58.46617457412836,"C2,P3","C2,P3,S1"
10,2,C2,P3,S4,73.46617457412836,"C2,P3","C2,P3,S4"
10,2,C2,P3,S6,33.46617457412836,"C2,P3","C2,P3,S6"
10,3,C1,P3,S1,38.46617457412836,"C1,P3","C1,P3,S1"
10,3,C1,P3,S4,58.46617457412836,"C1,P3","C1,P3,S4"
10,3,C1,P3,S6,23.466174574128356,"C1,P3","C1,P3,S6"
10,3,C2,P3,S1,58.46617457412836,"C2,P3","C2,P3,S1"
10,3,C2,P3,S4,73.46617457412836,"C2,P3","C2,P3,S4"
10,3,C2,P3,S6,33.46617457412836,"C2,P3","C2,P3,S6"
10,4,C1,P3,S1,38.46617457412836,"C1,P3","C1,P3,S1"
10,4,C1,P3,S4,58.46617457412836,"C1,P3","C1,P3,S4"
10,4,C1,P3,S6,23.466174574128356,"C1,P3","C1,P3,S6"
10,4,C2,P3,S1,58.46617457412836,"C2,P3","C2,P3,S1"
10,4,C2,P3,S4,73.46617457412836,"C2,P3","C2,P3,S4"
10,4,C2,P3,S6,33.46617457412836,"C2,P3","C2,P3,S6"
